-52, -958, -1
-52, -960, -8
-51, -963, -7
-54, -962, -7
-52, -963, -29
-50, -960, -5
-53, -960, -1
-53, -958, 0
-52, -956, 2
-51, -958, -10
-52, -959, -11
-55, -957, -6
-49, -965, -68
-52, -962, -20
-60, -963, -22
-50, -956, -14
-61, -953, -7
-52, -944, 0
-61, -950, -12
-57, -948, -10
-49, -949, -7
-51, -953, -11
-53, -958, -15
-52, -951, -10
-53, -953, -22
-55, -956, -6
-54, -960, -20
-55, -960, -26
-55, -957, -8
-55, -958, -16
-54, -958, -14
-53, -958, -13
-51, -957, -6
-52, -959, -16
-53, -958, -13
-54, -959, -14
-54, -958, -12
-54, -957, -13
-56, -956, -15
-54, -956, -18
-53, -958, -15
-53, -958, -14
-54, -958, -15
-51, -955, -15
-51, -955, -15
-54, -957, -14
-53, -957, -11
-53, -958, -14
-53, -958, -15
-54, -958, -15
-51, -957, -13
-53, -960, -10
-51, -957, -14
-53, -959, -15
-55, -958, -14
-53, -956, -16
-52, -957, -15
-55, -957, -13
-53, -957, -17
-54, -959, -16
-55, -957, -18
-57, -957, -13
-51, -954, -15
-50, -957, -15
-53, -955, -12
-51, -958, -12
-54, -958, -13
-54, -956, -11
-53, -958, -13
-53, -958, -17
-53, -959, -16
-52, -956, -15
-55, -957, -14
-52, -954, -16
-54, -958, -15
-54, -958, -17
-54, -958, -12
-55, -958, -15
-52, -956, -15
-54, -959, -17
-55, -958, -15
-54, -958, -14
-53, -956, -14
-55, -956, -11
-52, -958, -11
-50, -957, -15
-53, -958, -15
-54, -958, -10
-53, -957, -18
-55, -956, -16
-53, -958, -14
-52, -959, -16
-55, -956, -17
-53, -958, -12
-51, -959, -16
-54, -956, -14
-51, -957, -13
-54, -954, -15
-54, -956, -14
-54, -958, -15
-53, -958, -13
-52, -957, -17
-53, -961, -15
-50, -959, -15
-52, -957, -13
-55, -960, -15
-52, -956, -13
-55, -958, -14
-53, -957, -15
-52, -957, -16
-51, -956, -15
-52, -957, -14
-52, -959, -13
